Date,Product,Predicted_Price_EGP
2028-02-01,tilapia fish,309.44
2028-03-01,tilapia fish,312.14
2028-04-01,tilapia fish,325.15
2028-05-01,tilapia fish,333.48
2028-06-01,tilapia fish,350.58
2028-07-01,tilapia fish,354.58
2028-08-01,tilapia fish,358.31
2028-09-01,tilapia fish,362.87
2028-10-01,tilapia fish,368.44
2028-11-01,tilapia fish,373.3
2028-12-01,tilapia fish,379.36
2026-04-01,tomato,12.75
2026-05-01,tomato,12.9
2026-06-01,tomato,13.05
2026-07-01,tomato,13.21
2026-08-01,tomato,13.64
2026-09-01,tomato,15.62
2026-10-01,tomato,15.39
2026-11-01,tomato,14.98
2026-12-01,tomato,15.21
2027-01-01,tomato,14.9
2027-02-01,tomato,14.78
2027-03-01,tomato,14.75
2027-04-01,tomato,15.19
2027-05-01,tomato,15.8
2027-06-01,tomato,16.94
2027-07-01,tomato,19.48
2027-08-01,tomato,21.23
2027-09-01,tomato,23.86
2027-10-01,tomato,27.15
2027-11-01,tomato,29.07
2027-12-01,tomato,31.55
2028-01-01,tomato,33.73
2028-02-01,tomato,36.58
2028-03-01,tomato,39.73
2028-04-01,tomato,44.27
2028-05-01,tomato,48.57
2028-06-01,tomato,57.61
2028-07-01,tomato,64.06
2028-08-01,tomato,74.95
2028-09-01,tomato,88.62
2028-10-01,tomato,100.24
2028-11-01,tomato,116.12
2028-12-01,tomato,136.19
2026-04-01,unpacked buffalo butter,301.5
2026-05-01,unpacked buffalo butter,305.12
2026-06-01,unpacked buffalo butter,308.78
2026-07-01,unpacked buffalo butter,312.48
2026-08-01,unpacked buffalo butter,316.23
2026-09-01,unpacked buffalo butter,320.03
2026-10-01,unpacked buffalo butter,323.87
2026-11-01,unpacked buffalo butter,327.75
2026-12-01,unpacked buffalo butter,331.69
2027-01-01,unpacked buffalo butter,335.67
2027-02-01,unpacked buffalo butter,339.69
2027-03-01,unpacked buffalo butter,343.77
2027-04-01,unpacked buffalo butter,347.9
2027-05-01,unpacked buffalo butter,352.07
2027-06-01,unpacked buffalo butter,356.3
2027-07-01,unpacked buffalo butter,360.57
2027-08-01,unpacked buffalo butter,364.9
2027-09-01,unpacked buffalo butter,369.28
2027-10-01,unpacked buffalo butter,373.71
2027-11-01,unpacked buffalo butter,378.19
2027-12-01,unpacked buffalo butter,382.73
2028-01-01,unpacked buffalo butter,387.32
2028-02-01,unpacked buffalo butter,391.97
2028-03-01,unpacked buffalo butter,396.68
2028-04-01,unpacked buffalo butter,401.44
2028-05-01,unpacked buffalo butter,406.25
2028-06-01,unpacked buffalo butter,411.13
2028-07-01,unpacked buffalo butter,416.06
2028-08-01,unpacked buffalo butter,421.05
2028-09-01,unpacked buffalo butter,426.11
2028-10-01,unpacked buffalo butter,431.22
2028-11-01,unpacked buffalo butter,436.4
2028-12-01,unpacked buffalo butter,441.63
2026-04-01,unpacked halva,135.59
2026-05-01,unpacked halva,137.22
2026-06-01,unpacked halva,138.86
2026-07-01,unpacked halva,140.53
2026-08-01,unpacked halva,142.22
2026-09-01,unpacked halva,143.92
2026-10-01,unpacked halva,146.48
2026-11-01,unpacked halva,150.15
2026-12-01,unpacked halva,160.19
2027-01-01,unpacked halva,168.82
2027-02-01,unpacked halva,177.87
2027-03-01,unpacked halva,185.77
2027-04-01,unpacked halva,200.4
2027-05-01,unpacked halva,227.65
2027-06-01,unpacked halva,257.4
2027-07-01,unpacked halva,304.13
2027-08-01,unpacked halva,312.2
2027-09-01,unpacked halva,314.94
2027-10-01,unpacked halva,321.56
2027-11-01,unpacked halva,325.85
2027-12-01,unpacked halva,330.64
2028-01-01,unpacked halva,316.15
2028-02-01,unpacked halva,309.47
2028-03-01,unpacked halva,311.16
2028-04-01,unpacked halva,325.23
2028-05-01,unpacked halva,334.35
2028-06-01,unpacked halva,352.07
2028-07-01,unpacked halva,356.4
2028-08-01,unpacked halva,360.25
2028-09-01,unpacked halva,364.53
2028-10-01,unpacked halva,371.05
2028-11-01,unpacked halva,376.0
2028-12-01,unpacked halva,381.52
2026-04-01,unpacked imported cattle's butter,415.38
2026-05-01,unpacked imported cattle's butter,420.36
2026-06-01,unpacked imported cattle's butter,425.41
2026-07-01,unpacked imported cattle's butter,430.51
2026-08-01,unpacked imported cattle's butter,435.68
2026-09-01,unpacked imported cattle's butter,440.91
2026-10-01,unpacked imported cattle's butter,446.2
2026-11-01,unpacked imported cattle's butter,451.55
2026-12-01,unpacked imported cattle's butter,456.97
2027-01-01,unpacked imported cattle's butter,462.46
2027-02-01,unpacked imported cattle's butter,468.0
2027-03-01,unpacked imported cattle's butter,473.62
2027-04-01,unpacked imported cattle's butter,479.3
2027-05-01,unpacked imported cattle's butter,485.06
2027-06-01,unpacked imported cattle's butter,490.88
2027-07-01,unpacked imported cattle's butter,496.77
2027-08-01,unpacked imported cattle's butter,502.73
2027-09-01,unpacked imported cattle's butter,508.76
2027-10-01,unpacked imported cattle's butter,514.87
2027-11-01,unpacked imported cattle's butter,521.04
2027-12-01,unpacked imported cattle's butter,527.3
2028-01-01,unpacked imported cattle's butter,533.62
2028-02-01,unpacked imported cattle's butter,540.03
2028-03-01,unpacked imported cattle's butter,546.51
2028-04-01,unpacked imported cattle's butter,553.07
2028-05-01,unpacked imported cattle's butter,559.7
2028-06-01,unpacked imported cattle's butter,566.42
2028-07-01,unpacked imported cattle's butter,573.22
2028-08-01,unpacked imported cattle's butter,580.1
2028-09-01,unpacked imported cattle's butter,587.06
2028-10-01,unpacked imported cattle's butter,594.1
2028-11-01,unpacked imported cattle's butter,601.23
2028-12-01,unpacked imported cattle's butter,608.45
2026-04-01,unpacked molasses,51.3
2026-05-01,unpacked molasses,53.12
2026-06-01,unpacked molasses,56.69
2026-07-01,unpacked molasses,61.21
2026-08-01,unpacked molasses,67.73
2026-09-01,unpacked molasses,74.9
2026-10-01,unpacked molasses,84.09
2026-11-01,unpacked molasses,93.57
2026-12-01,unpacked molasses,104.16
2027-01-01,unpacked molasses,114.33
2027-02-01,unpacked molasses,118.46
2027-03-01,unpacked molasses,119.58
2027-04-01,unpacked molasses,124.79
2027-05-01,unpacked molasses,138.17
2027-06-01,unpacked molasses,151.82
2027-07-01,unpacked molasses,167.3
2027-08-01,unpacked molasses,185.99
2027-09-01,unpacked molasses,208.72
2027-10-01,unpacked molasses,238.54
2027-11-01,unpacked molasses,272.09
2027-12-01,unpacked molasses,320.55
2028-01-01,unpacked molasses,309.42
2028-02-01,unpacked molasses,302.79
2028-03-01,unpacked molasses,304.3
2028-04-01,unpacked molasses,318.35
2028-05-01,unpacked molasses,327.3
2028-06-01,unpacked molasses,344.46
2028-07-01,unpacked molasses,348.71
2028-08-01,unpacked molasses,352.48
2028-09-01,unpacked molasses,356.75
2028-10-01,unpacked molasses,363.15
2028-11-01,unpacked molasses,367.99
2028-12-01,unpacked molasses,373.37
2026-04-01,unpacked pasta,29.12
2026-05-01,unpacked pasta,29.63
2026-06-01,unpacked pasta,29.93
2026-07-01,unpacked pasta,30.7
2026-08-01,unpacked pasta,33.73
2026-09-01,unpacked pasta,37.22
2026-10-01,unpacked pasta,41.32
2026-11-01,unpacked pasta,47.83
2026-12-01,unpacked pasta,57.57
2027-01-01,unpacked pasta,67.19
2027-02-01,unpacked pasta,78.67
2027-03-01,unpacked pasta,85.91
2027-04-01,unpacked pasta,96.59
2027-05-01,unpacked pasta,109.62
2027-06-01,unpacked pasta,123.04
2027-07-01,unpacked pasta,141.97
2027-08-01,unpacked pasta,158.15
2027-09-01,unpacked pasta,176.02
2027-10-01,unpacked pasta,200.14
2027-11-01,unpacked pasta,242.03
2027-12-01,unpacked pasta,276.47
2028-01-01,unpacked pasta,306.91
2028-02-01,unpacked pasta,302.79
2028-03-01,unpacked pasta,304.3
2028-04-01,unpacked pasta,318.35
2028-05-01,unpacked pasta,327.3
2028-06-01,unpacked pasta,344.45
2028-07-01,unpacked pasta,348.7
2028-08-01,unpacked pasta,352.46
2028-09-01,unpacked pasta,356.73
2028-10-01,unpacked pasta,363.13
2028-11-01,unpacked pasta,367.97
2028-12-01,unpacked pasta,373.36
2026-04-01,unpacked rice,28.75
2026-05-01,unpacked rice,29.09
2026-06-01,unpacked rice,29.44
2026-07-01,unpacked rice,30.72
2026-08-01,unpacked rice,33.75
2026-09-01,unpacked rice,37.23
2026-10-01,unpacked rice,41.33
2026-11-01,unpacked rice,47.84
2026-12-01,unpacked rice,57.58
2027-01-01,unpacked rice,67.2
2027-02-01,unpacked rice,78.68
2027-03-01,unpacked rice,85.93
2027-04-01,unpacked rice,96.62
2027-05-01,unpacked rice,109.65
2027-06-01,unpacked rice,123.07
2027-07-01,unpacked rice,142.0
2027-08-01,unpacked rice,158.17
2027-09-01,unpacked rice,176.03
2027-10-01,unpacked rice,200.15
2027-11-01,unpacked rice,242.04
2027-12-01,unpacked rice,276.48
2028-01-01,unpacked rice,306.92
2028-02-01,unpacked rice,302.79
2028-03-01,unpacked rice,304.3
2028-04-01,unpacked rice,318.35
2028-05-01,unpacked rice,327.3
2028-06-01,unpacked rice,344.45
2028-07-01,unpacked rice,348.7
2028-08-01,unpacked rice,352.46
2028-09-01,unpacked rice,356.73
2028-10-01,unpacked rice,363.13
2028-11-01,unpacked rice,367.97
2028-12-01,unpacked rice,373.36
2026-04-01,unpacked tahina,167.78
2026-05-01,unpacked tahina,169.79
2026-06-01,unpacked tahina,171.83
2026-07-01,unpacked tahina,173.89
2026-08-01,unpacked tahina,175.98
2026-09-01,unpacked tahina,178.09
2026-10-01,unpacked tahina,188.38
2026-11-01,unpacked tahina,191.98
2026-12-01,unpacked tahina,217.04
2027-01-01,unpacked tahina,225.75
2027-02-01,unpacked tahina,242.07
2027-03-01,unpacked tahina,231.4
2027-04-01,unpacked tahina,246.14
2027-05-01,unpacked tahina,254.8
2027-06-01,unpacked tahina,298.39
2027-07-01,unpacked tahina,302.9
2027-08-01,unpacked tahina,309.63
2027-09-01,unpacked tahina,312.41
2027-10-01,unpacked tahina,318.98
2027-11-01,unpacked tahina,323.22
2027-12-01,unpacked tahina,327.94
2028-01-01,unpacked tahina,313.85
2028-02-01,unpacked tahina,307.27
2028-03-01,unpacked tahina,308.84
2028-04-01,unpacked tahina,322.94
2028-05-01,unpacked tahina,331.95
2028-06-01,unpacked tahina,349.16
2028-07-01,unpacked tahina,353.47
2028-08-01,unpacked tahina,357.28
2028-09-01,unpacked tahina,361.61
2028-10-01,unpacked tahina,368.07
2028-11-01,unpacked tahina,372.96
2028-12-01,unpacked tahina,378.41
2026-04-01,unpacked wheat flour 72%,22.69
2026-05-01,unpacked wheat flour 72%,22.96
2026-06-01,unpacked wheat flour 72%,23.91
2026-07-01,unpacked wheat flour 72%,25.82
2026-08-01,unpacked wheat flour 72%,27.5
2026-09-01,unpacked wheat flour 72%,29.32
2026-10-01,unpacked wheat flour 72%,30.79
2026-11-01,unpacked wheat flour 72%,34.18
2026-12-01,unpacked wheat flour 72%,38.86
2027-01-01,unpacked wheat flour 72%,44.24
2027-02-01,unpacked wheat flour 72%,49.33
2027-03-01,unpacked wheat flour 72%,49.69
2027-04-01,unpacked wheat flour 72%,50.62
2027-05-01,unpacked wheat flour 72%,52.06
2027-06-01,unpacked wheat flour 72%,52.33
2027-07-01,unpacked wheat flour 72%,54.64
2027-08-01,unpacked wheat flour 72%,58.24
2027-09-01,unpacked wheat flour 72%,60.73
2027-10-01,unpacked wheat flour 72%,68.33
2027-11-01,unpacked wheat flour 72%,73.89
2027-12-01,unpacked wheat flour 72%,82.24
2028-01-01,unpacked wheat flour 72%,89.75
2028-02-01,unpacked wheat flour 72%,91.58
2028-03-01,unpacked wheat flour 72%,92.57
2028-04-01,unpacked wheat flour 72%,98.51
2028-05-01,unpacked wheat flour 72%,102.21
2028-06-01,unpacked wheat flour 72%,108.74
2028-07-01,unpacked wheat flour 72%,112.76
2028-08-01,unpacked wheat flour 72%,114.42
2028-09-01,unpacked wheat flour 72%,117.21
2028-10-01,unpacked wheat flour 72%,121.12
2028-11-01,unpacked wheat flour 72%,143.09
2028-12-01,unpacked wheat flour 72%,184.48
2026-04-01,white chicken,143.76
2026-05-01,white chicken,166.94
2026-06-01,white chicken,193.42
2026-07-01,white chicken,235.04
2026-08-01,white chicken,264.05
2026-09-01,white chicken,305.97
2026-10-01,white chicken,317.47
2026-11-01,white chicken,322.14
2026-12-01,white chicken,326.74
2027-01-01,white chicken,309.23
2027-02-01,white chicken,312.12
2027-03-01,white chicken,309.02
2027-04-01,white chicken,324.21
2027-05-01,white chicken,334.31
2027-06-01,white chicken,348.36
2027-07-01,white chicken,352.79
2027-08-01,white chicken,356.74
2027-09-01,white chicken,360.38
2027-10-01,white chicken,367.13
2027-11-01,white chicken,371.76
2027-12-01,white chicken,377.48
2028-01-01,white chicken,355.51
2028-02-01,white chicken,349.9
2028-03-01,white chicken,358.07
2028-04-01,white chicken,374.93
2028-05-01,white chicken,385.21
2028-06-01,white chicken,402.35
2028-07-01,white chicken,407.08
2028-08-01,white chicken,411.59
2028-09-01,white chicken,416.78
2028-10-01,white chicken,423.63
2028-11-01,white chicken,428.97
2028-12-01,white chicken,435.57
2026-04-01,yellow carrot,16.67
2026-05-01,yellow carrot,16.87
2026-06-01,yellow carrot,17.32
2026-07-01,yellow carrot,18.49
2026-08-01,yellow carrot,19.1
2026-09-01,yellow carrot,19.89
2026-10-01,yellow carrot,19.5
2026-11-01,yellow carrot,19.24
2026-12-01,yellow carrot,19.9
2027-01-01,yellow carrot,19.47
2027-02-01,yellow carrot,19.78
2027-03-01,yellow carrot,20.03
2027-04-01,yellow carrot,20.27
2027-05-01,yellow carrot,20.57
2027-06-01,yellow carrot,21.18
2027-07-01,yellow carrot,22.85
2027-08-01,yellow carrot,25.32
2027-09-01,yellow carrot,28.5
2027-10-01,yellow carrot,29.54
2027-11-01,yellow carrot,30.67
2027-12-01,yellow carrot,33.98
2028-01-01,yellow carrot,36.59
2028-02-01,yellow carrot,39.24
2028-03-01,yellow carrot,41.43
2028-04-01,yellow carrot,44.55
2028-05-01,yellow carrot,46.94
2028-06-01,yellow carrot,48.79
2028-07-01,yellow carrot,50.0
2028-08-01,yellow carrot,50.76
2028-09-01,yellow carrot,52.36
2028-10-01,yellow carrot,53.97
2028-11-01,yellow carrot,56.79
2028-12-01,yellow carrot,60.57
2026-04-01,young age buffalo with bones,402.58
2026-05-01,young age buffalo with bones,407.41
2026-06-01,young age buffalo with bones,412.3
2026-07-01,young age buffalo with bones,417.25
2026-08-01,young age buffalo with bones,422.25
2026-09-01,young age buffalo with bones,427.32
2026-10-01,young age buffalo with bones,432.45
2026-11-01,young age buffalo with bones,437.64
2026-12-01,young age buffalo with bones,442.89
2027-01-01,young age buffalo with bones,448.2
2027-02-01,young age buffalo with bones,453.58
2027-03-01,young age buffalo with bones,459.03
2027-04-01,young age buffalo with bones,464.53
2027-05-01,young age buffalo with bones,470.11
2027-06-01,young age buffalo with bones,475.75
2027-07-01,young age buffalo with bones,481.46
2027-08-01,young age buffalo with bones,487.24
2027-09-01,young age buffalo with bones,493.08
2027-10-01,young age buffalo with bones,499.0
2027-11-01,young age buffalo with bones,504.99
2027-12-01,young age buffalo with bones,511.05
2028-01-01,young age buffalo with bones,517.18
2028-02-01,young age buffalo with bones,523.39
2028-03-01,young age buffalo with bones,529.67
2028-04-01,young age buffalo with bones,536.02
2028-05-01,young age buffalo with bones,542.46
2028-06-01,young age buffalo with bones,548.97
2028-07-01,young age buffalo with bones,555.55
2028-08-01,young age buffalo with bones,562.22
2028-09-01,young age buffalo with bones,568.97
2028-10-01,young age buffalo with bones,575.79
2028-11-01,young age buffalo with bones,582.7
2028-12-01,young age buffalo with bones,589.7
